event_id,timestamp,user_id,event_type,metadata
EVT000515,2026-01-18T16:39:26.350Z,USR0942,login,"{""device"":{""id"":""DEV337"",""type"":""mobile"",""os"":""Windows"",""browser"":""Safari""},""location"":{""ip"":""192.168.62.112"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""a74dd05e-b29e-4621-b48d-01230b8162dc"",""login_method"":""mfa""}}"
EVT000516,2026-01-29T16:39:26.350Z,USR0225,login,"{""device"":{""id"":""DEV14"",""type"":""desktop"",""os"":""Linux"",""browser"":""Safari""},""location"":{""ip"":""192.168.21.94"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""9262da18-051f-45d6-83e2-dbef51540471"",""login_method"":""mfa""}}"
EVT000517,2026-01-22T16:39:26.350Z,USR0537,login,"{""device"":{""id"":""DEV1478"",""type"":""mobile"",""os"":""macOS"",""browser"":""Firefox""},""location"":{""ip"":""192.168.77.100"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""219825b9-a24a-4c4d-b53f-1a731ee4ee71"",""login_method"":""mfa""}}"
EVT000518,2026-01-24T16:39:26.350Z,USR0687,login,"{""device"":{""id"":""DEV1274"",""type"":""desktop"",""os"":""iOS"",""browser"":""Firefox""},""location"":{""ip"":""192.168.57.241"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""3a4d3c12-ad6e-4e81-a6d4-cf73d3fbe7a2"",""login_method"":""password""}}"
EVT000519,2026-02-12T16:39:26.350Z,USR0292,login,"{""device"":{""id"":""DEV1768"",""type"":""tablet"",""os"":""macOS"",""browser"":""Firefox""},""location"":{""ip"":""192.168.242.88"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""5ae77026-d9bb-4858-badc-5440a7a58731"",""login_method"":""mfa""}}"
EVT000520,2026-02-03T16:39:26.350Z,USR0538,login,"{""device"":{""id"":""DEV990"",""type"":""desktop"",""os"":""iOS"",""browser"":""Safari""},""location"":{""ip"":""192.168.3.213"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""78c801e8-14b1-4b2b-94e7-0a91cd161a1e"",""login_method"":""sso""}}"
EVT000521,2026-01-18T16:39:26.350Z,USR0877,login,"{""device"":{""id"":""DEV791"",""type"":""desktop"",""os"":""Linux"",""browser"":""Safari""},""location"":{""ip"":""192.168.185.50"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""33de2222-0dba-4d65-8247-db13d051ae71"",""login_method"":""sso""}}"
EVT000522,2026-02-12T16:39:26.350Z,USR0929,login,"{""device"":{""id"":""DEV528"",""type"":""desktop"",""os"":""Windows"",""browser"":""Safari""},""location"":{""ip"":""192.168.249.176"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""abb32d4b-26e0-46ea-af55-c4aa71e3682d"",""login_method"":""password""}}"
EVT000523,2026-02-12T16:39:26.350Z,USR0356,login,"{""device"":{""id"":""DEV1595"",""type"":""mobile"",""os"":""macOS"",""browser"":""Firefox""},""location"":{""ip"":""192.168.103.119"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""5c8e1b64-1c6d-49a5-a726-7134230738f5"",""login_method"":""sso""}}"
EVT000524,2026-01-24T16:39:26.350Z,USR0173,login,"{""device"":{""id"":""DEV133"",""type"":""mobile"",""os"":""macOS"",""browser"":""Chrome""},""location"":{""ip"":""192.168.226.154"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""80f9755c-5853-419c-ab94-fcd5fd3b484d"",""login_method"":""sso""}}"
EVT000525,2026-02-07T16:39:26.350Z,USR0164,login,"{""device"":{""id"":""DEV86"",""type"":""mobile"",""os"":""Windows"",""browser"":""Chrome""},""location"":{""ip"":""192.168.96.128"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""7c057eb2-20c4-46f7-8b37-4e29a753198d"",""login_method"":""password""}}"
EVT000526,2026-01-29T16:39:26.350Z,USR0204,login,"{""device"":{""id"":""DEV1543"",""type"":""tablet"",""os"":""Linux"",""browser"":""Edge""},""location"":{""ip"":""192.168.222.94"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""10dbe2a5-8516-4cad-a53e-527dd4c6e069"",""login_method"":""mfa""}}"
EVT000527,2026-02-04T16:39:26.350Z,USR0329,login,"{""device"":{""id"":""DEV1155"",""type"":""mobile"",""os"":""Windows"",""browser"":""Chrome""},""location"":{""ip"":""192.168.201.100"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""7b8e2a59-2b51-47fb-99d4-c08e5572145b"",""login_method"":""sso""}}"
EVT000528,2026-01-24T16:39:26.350Z,USR0160,login,"{""device"":{""id"":""DEV1935"",""type"":""tablet"",""os"":""Android"",""browser"":""Chrome""},""location"":{""ip"":""192.168.243.176"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""b5504452-467b-4cd3-94a3-45f2ab0e8e00"",""login_method"":""password""}}"
EVT000529,2026-02-12T16:39:26.350Z,USR0996,login,"{""device"":{""id"":""DEV413"",""type"":""mobile"",""os"":""macOS"",""browser"":""Safari""},""location"":{""ip"":""192.168.151.111"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""c1438516-9f66-4584-8d4e-840db28afd0a"",""login_method"":""sso""}}"
EVT000530,2026-01-23T16:39:26.350Z,USR0920,login,"{""device"":{""id"":""DEV1245"",""type"":""mobile"",""os"":""Android"",""browser"":""Firefox""},""location"":{""ip"":""192.168.10.245"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""6db750dc-2550-440f-899d-6e83f52ddf60"",""login_method"":""mfa""}}"
EVT000531,2026-01-18T16:39:26.350Z,USR0360,login,"{""device"":{""id"":""DEV1212"",""type"":""mobile"",""os"":""Windows"",""browser"":""Firefox""},""location"":{""ip"":""192.168.244.231"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""3195b398-becb-4edf-a627-842112932ce2"",""login_method"":""sso""}}"
EVT000532,2026-02-11T16:39:26.350Z,USR0379,login,"{""device"":{""id"":""DEV1128"",""type"":""mobile"",""os"":""macOS"",""browser"":""Firefox""},""location"":{""ip"":""192.168.139.212"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""62247ffd-04c9-4d48-a76a-b93daad50a62"",""login_method"":""sso""}}"
EVT000533,2026-02-12T16:39:26.350Z,USR0834,login,"{""device"":{""id"":""DEV1047"",""type"":""mobile"",""os"":""Linux"",""browser"":""Edge""},""location"":{""ip"":""192.168.105.209"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""4da45062-79d6-4ef1-b98a-fbe9d32b9e32"",""login_method"":""mfa""}}"
EVT000534,2026-01-22T16:39:26.350Z,USR0066,login,"{""device"":{""id"":""DEV581"",""type"":""desktop"",""os"":""iOS"",""browser"":""Chrome""},""location"":{""ip"":""192.168.4.195"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""42b9c256-df96-419a-9ec0-f25ad71093ba"",""login_method"":""sso""}}"
EVT000535,2026-02-10T16:39:26.350Z,USR0574,login,"{""device"":{""id"":""DEV1210"",""type"":""mobile"",""os"":""iOS"",""browser"":""Safari""},""location"":{""ip"":""192.168.77.51"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""1a350850-c6b0-4594-b52b-ee75cc780a5c"",""login_method"":""password""}}"
EVT000536,2026-01-28T16:39:26.350Z,USR0807,login,"{""device"":{""id"":""DEV1444"",""type"":""desktop"",""os"":""macOS"",""browser"":""Chrome""},""location"":{""ip"":""192.168.112.57"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""0feecf4a-5749-4702-b88a-384feff9e985"",""login_method"":""password""}}"
EVT000537,2026-02-08T16:39:26.350Z,USR0351,login,"{""device"":{""id"":""DEV1861"",""type"":""desktop"",""os"":""Android"",""browser"":""Edge""},""location"":{""ip"":""192.168.138.18"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""1d5dbe88-9ce4-4b7e-a737-5be0927f53bb"",""login_method"":""mfa""}}"
EVT000538,2026-01-28T16:39:26.350Z,USR0052,login,"{""device"":{""id"":""DEV1132"",""type"":""tablet"",""os"":""macOS"",""browser"":""Safari""},""location"":{""ip"":""192.168.158.161"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""4ec309e1-64f2-4ad7-b018-135535ce2081"",""login_method"":""password""}}"
EVT000539,2026-01-16T16:39:26.350Z,USR0956,login,"{""device"":{""id"":""DEV1013"",""type"":""desktop"",""os"":""Linux"",""browser"":""Edge""},""location"":{""ip"":""192.168.193.60"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""30bf3fc1-ffee-4238-bd11-efe9c679d05e"",""login_method"":""password""}}"
EVT000540,2026-02-01T16:39:26.350Z,USR0034,login,"{""device"":{""id"":""DEV302"",""type"":""tablet"",""os"":""iOS"",""browser"":""Safari""},""location"":{""ip"":""192.168.76.51"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""236aef17-5f0c-4181-91e4-f8c3d0edf533"",""login_method"":""password""}}"
EVT000541,2026-01-14T16:39:26.350Z,USR0347,login,"{""device"":{""id"":""DEV626"",""type"":""mobile"",""os"":""iOS"",""browser"":""Chrome""},""location"":{""ip"":""192.168.211.112"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""e493d72f-dff0-4c5d-a7da-95a4a7a35cdd"",""login_method"":""password""}}"
EVT000542,2026-01-31T16:39:26.350Z,USR0676,login,"{""device"":{""id"":""DEV1637"",""type"":""tablet"",""os"":""Linux"",""browser"":""Chrome""},""location"":{""ip"":""192.168.236.195"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""13d360b7-3dfa-468f-ae70-86ec5fe0091d"",""login_method"":""password""}}"
EVT000543,2026-02-08T16:39:26.350Z,USR0523,login,"{""device"":{""id"":""DEV402"",""type"":""mobile"",""os"":""iOS"",""browser"":""Firefox""},""location"":{""ip"":""192.168.136.24"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""6b7a24ff-b8a6-4b4a-be0f-5f3574082c3e"",""login_method"":""sso""}}"
EVT000544,2026-02-02T16:39:26.350Z,USR0738,login,"{""device"":{""id"":""DEV1282"",""type"":""desktop"",""os"":""Windows"",""browser"":""Edge""},""location"":{""ip"":""192.168.81.2"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""1b1fd351-9acd-4805-8458-5a727f3183fc"",""login_method"":""mfa""}}"
EVT000545,2026-01-16T16:39:26.350Z,USR0565,login,"{""device"":{""id"":""DEV1050"",""type"":""desktop"",""os"":""Windows"",""browser"":""Firefox""},""location"":{""ip"":""192.168.134.51"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""17e3cb51-2ba3-400f-b285-24ce59ff919e"",""login_method"":""password""}}"
EVT000546,2026-01-18T16:39:26.350Z,USR0121,login,"{""device"":{""id"":""DEV1255"",""type"":""desktop"",""os"":""Windows"",""browser"":""Chrome""},""location"":{""ip"":""192.168.118.118"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""b5565be4-fbab-47b6-9905-b2594e2e06f5"",""login_method"":""mfa""}}"
EVT000547,2026-01-26T16:39:26.350Z,USR0288,login,"{""device"":{""id"":""DEV1498"",""type"":""desktop"",""os"":""Linux"",""browser"":""Firefox""},""location"":{""ip"":""192.168.70.145"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""ef90bc53-b2e9-4a38-bd3f-b15b8e84750f"",""login_method"":""mfa""}}"
EVT000548,2026-02-03T16:39:26.350Z,USR0586,login,"{""device"":{""id"":""DEV1503"",""type"":""desktop"",""os"":""Linux"",""browser"":""Chrome""},""location"":{""ip"":""192.168.104.239"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""c95b81b0-ace7-4e8f-8bfa-04e7ebf24f51"",""login_method"":""password""}}"
EVT000549,2026-02-09T16:39:26.351Z,USR0943,login,"{""device"":{""id"":""DEV1846"",""type"":""tablet"",""os"":""Android"",""browser"":""Chrome""},""location"":{""ip"":""192.168.219.112"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""3c983ffc-dadd-42a7-95f4-a3ff2daeb1ce"",""login_method"":""sso""}}"
EVT000550,2026-02-03T16:39:26.351Z,USR0132,login,"{""device"":{""id"":""DEV46"",""type"":""mobile"",""os"":""Linux"",""browser"":""Safari""},""location"":{""ip"":""192.168.189.155"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""f393d66b-a789-47e6-bb5c-82856bc44589"",""login_method"":""mfa""}}"
EVT000551,2026-01-23T16:39:26.351Z,USR0711,login,"{""device"":{""id"":""DEV1865"",""type"":""tablet"",""os"":""Linux"",""browser"":""Safari""},""location"":{""ip"":""192.168.37.15"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""e9f2d606-1625-41fa-a7d3-0adb4e53ada9"",""login_method"":""mfa""}}"
EVT000552,2026-02-05T16:39:26.351Z,USR0482,login,"{""device"":{""id"":""DEV1648"",""type"":""mobile"",""os"":""iOS"",""browser"":""Safari""},""location"":{""ip"":""192.168.44.160"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""2a519f67-8811-40eb-a0d6-22493c211fcf"",""login_method"":""sso""}}"
EVT000553,2026-01-18T16:39:26.351Z,USR0099,login,"{""device"":{""id"":""DEV1889"",""type"":""desktop"",""os"":""Linux"",""browser"":""Chrome""},""location"":{""ip"":""192.168.48.158"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""7d153287-510e-4ff2-b491-ff985831ec43"",""login_method"":""password""}}"
EVT000554,2026-01-31T16:39:26.351Z,USR0813,login,"{""device"":{""id"":""DEV855"",""type"":""tablet"",""os"":""Android"",""browser"":""Firefox""},""location"":{""ip"":""192.168.218.88"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""d15ecf98-9625-40b4-bebf-694b6ffd1367"",""login_method"":""sso""}}"
EVT000555,2026-01-18T16:39:26.351Z,USR0329,login,"{""device"":{""id"":""DEV1157"",""type"":""desktop"",""os"":""Linux"",""browser"":""Firefox""},""location"":{""ip"":""192.168.94.16"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""19b15349-79e7-4744-be9b-a0d386255ae6"",""login_method"":""password""}}"
EVT000556,2026-02-02T16:39:26.351Z,USR0698,login,"{""device"":{""id"":""DEV1870"",""type"":""mobile"",""os"":""Linux"",""browser"":""Firefox""},""location"":{""ip"":""192.168.173.81"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""257b0324-9754-4436-8782-e8dea6ac45af"",""login_method"":""mfa""}}"
EVT000557,2026-01-18T16:39:26.351Z,USR0548,login,"{""device"":{""id"":""DEV1768"",""type"":""desktop"",""os"":""macOS"",""browser"":""Firefox""},""location"":{""ip"":""192.168.188.255"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""6d622de3-1fdf-4cfd-a98b-75c48ec75110"",""login_method"":""password""}}"
EVT000558,2026-01-21T16:39:26.351Z,USR0334,login,"{""device"":{""id"":""DEV689"",""type"":""tablet"",""os"":""Linux"",""browser"":""Firefox""},""location"":{""ip"":""192.168.3.197"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""de0d2778-f5c0-4d24-8751-73f5f6264d8a"",""login_method"":""password""}}"
EVT000559,2026-01-22T16:39:26.351Z,USR0317,login,"{""device"":{""id"":""DEV191"",""type"":""mobile"",""os"":""Android"",""browser"":""Firefox""},""location"":{""ip"":""192.168.172.101"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""f8ff6a28-bd73-41d8-83d2-2655f7874968"",""login_method"":""password""}}"
EVT000560,2026-02-11T16:39:26.351Z,USR0748,login,"{""device"":{""id"":""DEV844"",""type"":""mobile"",""os"":""Android"",""browser"":""Chrome""},""location"":{""ip"":""192.168.122.80"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""d8bfbb8b-f1a1-4a89-8c29-ea5b2b889cc8"",""login_method"":""sso""}}"
EVT000561,2026-02-01T16:39:26.351Z,USR0842,login,"{""device"":{""id"":""DEV1748"",""type"":""mobile"",""os"":""iOS"",""browser"":""Safari""},""location"":{""ip"":""192.168.71.113"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""48013db9-8b8f-4cbf-a514-5a5429d8df25"",""login_method"":""password""}}"
EVT000562,2026-02-09T16:39:26.351Z,USR0904,login,"{""device"":{""id"":""DEV1819"",""type"":""desktop"",""os"":""Android"",""browser"":""Edge""},""location"":{""ip"":""192.168.239.223"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""021af45f-2184-41d5-ac2b-6234e57f181c"",""login_method"":""mfa""}}"
EVT000563,2026-02-13T16:39:26.351Z,USR0483,login,"{""device"":{""id"":""DEV1532"",""type"":""desktop"",""os"":""Android"",""browser"":""Safari""},""location"":{""ip"":""192.168.248.207"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""a26fdfc0-abca-4c1c-ab11-5f743fa28c0d"",""login_method"":""password""}}"
EVT000564,2026-02-05T16:39:26.351Z,USR0910,login,"{""device"":{""id"":""DEV799"",""type"":""desktop"",""os"":""iOS"",""browser"":""Safari""},""location"":{""ip"":""192.168.88.79"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""cc5bb31e-f2ce-4332-9377-0a9bb766ac25"",""login_method"":""password""}}"
EVT000565,2026-01-29T16:39:26.351Z,USR0289,login,"{""device"":{""id"":""DEV491"",""type"":""tablet"",""os"":""Windows"",""browser"":""Chrome""},""location"":{""ip"":""192.168.97.223"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""191d54d3-1d9f-4308-95c8-4fea87151833"",""login_method"":""sso""}}"
EVT000566,2026-02-05T16:39:26.351Z,USR0702,login,"{""device"":{""id"":""DEV154"",""type"":""mobile"",""os"":""Windows"",""browser"":""Firefox""},""location"":{""ip"":""192.168.184.7"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""6b973aeb-6c1f-41fc-b6fc-e508e6554cc5"",""login_method"":""sso""}}"
EVT000567,2026-01-23T16:39:26.351Z,USR0178,login,"{""device"":{""id"":""DEV558"",""type"":""desktop"",""os"":""Android"",""browser"":""Firefox""},""location"":{""ip"":""192.168.77.81"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""64da23ff-5137-48c7-9f0d-558333283fe1"",""login_method"":""password""}}"
EVT000568,2026-02-05T16:39:26.351Z,USR0375,login,"{""device"":{""id"":""DEV642"",""type"":""desktop"",""os"":""Linux"",""browser"":""Safari""},""location"":{""ip"":""192.168.74.27"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""c794ea8a-3a69-452d-8385-d267f9c4a4df"",""login_method"":""mfa""}}"
EVT000569,2026-02-07T16:39:26.351Z,USR0075,login,"{""device"":{""id"":""DEV1935"",""type"":""tablet"",""os"":""iOS"",""browser"":""Edge""},""location"":{""ip"":""192.168.228.95"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""aecd817a-9df9-41bf-9180-e7274378b7b9"",""login_method"":""password""}}"
EVT000570,2026-01-29T16:39:26.351Z,USR0103,login,"{""device"":{""id"":""DEV1883"",""type"":""mobile"",""os"":""macOS"",""browser"":""Chrome""},""location"":{""ip"":""192.168.97.205"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""51604478-66e5-427f-ad62-6d85c39f1cf3"",""login_method"":""password""}}"
EVT000571,2026-02-05T16:39:26.351Z,USR0284,login,"{""device"":{""id"":""DEV1776"",""type"":""mobile"",""os"":""iOS"",""browser"":""Firefox""},""location"":{""ip"":""192.168.211.89"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""66541aff-a0e4-42f8-b954-80bd7a2aeb0c"",""login_method"":""password""}}"
EVT000572,2026-01-22T16:39:26.351Z,USR0045,login,"{""device"":{""id"":""DEV1009"",""type"":""mobile"",""os"":""macOS"",""browser"":""Firefox""},""location"":{""ip"":""192.168.25.239"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""c548941c-87b5-4fcd-9f91-4b7a08de70f4"",""login_method"":""mfa""}}"
EVT000573,2026-02-04T16:39:26.351Z,USR0631,login,"{""device"":{""id"":""DEV965"",""type"":""desktop"",""os"":""Android"",""browser"":""Safari""},""location"":{""ip"":""192.168.99.163"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""3a33399d-c45e-444d-b013-53b57505c940"",""login_method"":""password""}}"
EVT000574,2026-02-02T16:39:26.351Z,USR0323,login,"{""device"":{""id"":""DEV858"",""type"":""mobile"",""os"":""macOS"",""browser"":""Firefox""},""location"":{""ip"":""192.168.86.49"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""ddf50c2a-f7a3-4d1d-a9b4-d839bc200890"",""login_method"":""password""}}"
EVT000575,2026-02-09T16:39:26.351Z,USR0611,login,"{""device"":{""id"":""DEV197"",""type"":""tablet"",""os"":""macOS"",""browser"":""Firefox""},""location"":{""ip"":""192.168.212.111"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""9e72da5d-9b93-489a-b36f-c314b0427256"",""login_method"":""password""}}"
EVT000576,2026-01-26T16:39:26.351Z,USR0213,login,"{""device"":{""id"":""DEV138"",""type"":""tablet"",""os"":""Android"",""browser"":""Chrome""},""location"":{""ip"":""192.168.18.202"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""6508c915-9108-442e-ad7e-009e001a4130"",""login_method"":""mfa""}}"
EVT000577,2026-02-07T16:39:26.351Z,USR0146,login,"{""device"":{""id"":""DEV913"",""type"":""desktop"",""os"":""Windows"",""browser"":""Safari""},""location"":{""ip"":""192.168.188.45"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""4459292a-f81b-441e-86a0-2a56db1eb205"",""login_method"":""password""}}"
EVT000578,2026-01-30T16:39:26.351Z,USR0630,login,"{""device"":{""id"":""DEV57"",""type"":""desktop"",""os"":""iOS"",""browser"":""Chrome""},""location"":{""ip"":""192.168.5.214"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""3f4c795b-0b95-4473-9609-1c14388a9d1b"",""login_method"":""mfa""}}"
EVT000579,2026-02-06T16:39:26.351Z,USR0462,login,"{""device"":{""id"":""DEV1100"",""type"":""desktop"",""os"":""iOS"",""browser"":""Firefox""},""location"":{""ip"":""192.168.107.55"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""3140d5c9-d9b3-42eb-9bf4-dbeec444b49f"",""login_method"":""password""}}"
EVT000580,2026-01-31T16:39:26.351Z,USR0119,login,"{""device"":{""id"":""DEV532"",""type"":""mobile"",""os"":""Windows"",""browser"":""Chrome""},""location"":{""ip"":""192.168.155.146"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""e1ee0bc6-ed9a-40a7-8af9-4d8ebee292eb"",""login_method"":""mfa""}}"
EVT000581,2026-02-09T16:39:26.351Z,USR0273,login,"{""device"":{""id"":""DEV1029"",""type"":""tablet"",""os"":""macOS"",""browser"":""Edge""},""location"":{""ip"":""192.168.93.240"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""6fb83c71-1280-4dbc-b00d-1a1f15a2e570"",""login_method"":""mfa""}}"
EVT000582,2026-01-19T16:39:26.351Z,USR0909,login,"{""device"":{""id"":""DEV1077"",""type"":""tablet"",""os"":""Android"",""browser"":""Safari""},""location"":{""ip"":""192.168.236.158"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""87618c5c-89cb-4fd9-87d3-8ed9da5b2047"",""login_method"":""mfa""}}"
EVT000583,2026-01-31T16:39:26.351Z,USR0412,login,"{""device"":{""id"":""DEV621"",""type"":""tablet"",""os"":""macOS"",""browser"":""Chrome""},""location"":{""ip"":""192.168.223.244"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""62871c91-b126-4224-8192-13e44ba04295"",""login_method"":""password""}}"
EVT000584,2026-01-21T16:39:26.351Z,USR0407,login,"{""device"":{""id"":""DEV1080"",""type"":""tablet"",""os"":""Android"",""browser"":""Firefox""},""location"":{""ip"":""192.168.247.147"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""de01a546-dcf4-44ac-ac3b-7b5f48c6c271"",""login_method"":""sso""}}"
EVT000585,2026-01-15T16:39:26.351Z,USR0496,login,"{""device"":{""id"":""DEV1383"",""type"":""tablet"",""os"":""macOS"",""browser"":""Firefox""},""location"":{""ip"":""192.168.68.147"",""city"":""Berlin"",""country"":""Germany"",""latitude"":52.52,""longitude"":13.4},""session"":{""session_id"":""c4b08ba1-9efa-45d6-bd42-c5b2bec7f231"",""login_method"":""sso""}}"
