alert_id,timestamp,user_id,event_id,rule_triggered,risk_score,decision,explanation,status,risk_factors,risk_factors_obj
ALERT001340,2026-02-03T16:39:26.359Z,USR0297,EVT001340,AUTH-003,78,escalate,"Risk score 78/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":4,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":3,""time_since_last_login_hours"":54,""is_threat"":0}"
ALERT001341,2026-02-09T16:39:26.359Z,USR0569,EVT001341,AUTH-003,70,review,"Risk score 70/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":7,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":3,""time_since_last_login_hours"":5,""is_threat"":0}"
ALERT001342,2026-01-19T16:39:26.359Z,USR0519,EVT001342,AUTH-001,20,suppress,"Risk score 20/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":16,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":2,""time_since_last_login_hours"":19,""is_threat"":0}"
ALERT001343,2026-02-09T16:39:26.359Z,USR0926,EVT001343,AUTH-001,12,suppress,"Risk score 12/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":6,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":2,""time_since_last_login_hours"":22,""is_threat"":0}"
ALERT001344,2026-02-08T16:39:26.359Z,USR0436,EVT001344,AUTH-002,13,suppress,"Risk score 13/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":18,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":5,""time_since_last_login_hours"":66,""is_threat"":0}"
ALERT001345,2026-01-30T16:39:26.359Z,USR0974,EVT001345,AUTH-003,20,suppress,"Risk score 20/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":15,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":4,""time_since_last_login_hours"":37,""is_threat"":0}"
ALERT001346,2026-01-16T16:39:26.359Z,USR0317,EVT001346,AUTH-001,91,escalate,"Risk score 91/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":17,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":5,""time_since_last_login_hours"":70,""is_threat"":1}"
ALERT001347,2026-01-23T16:39:26.359Z,USR0346,EVT001347,AUTH-002,79,escalate,"Risk score 79/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":16,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":1,""time_since_last_login_hours"":45,""is_threat"":0}"
ALERT001348,2026-02-01T16:39:26.359Z,USR0442,EVT001348,AUTH-003,92,escalate,"Risk score 92/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":25,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":1,""time_since_last_login_hours"":27,""is_threat"":1}"
ALERT001349,2026-01-25T16:39:26.359Z,USR0479,EVT001349,AUTH-001,73,review,"Risk score 73/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":10,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":0,""time_since_last_login_hours"":0,""is_threat"":0}"
ALERT001350,2026-02-02T16:39:26.359Z,USR0054,EVT001350,AUTH-002,74,review,"Risk score 74/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":29,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":2,""time_since_last_login_hours"":22,""is_threat"":0}"
ALERT001351,2026-02-02T16:39:26.359Z,USR0374,EVT001351,AUTH-001,48,review,"Risk score 48/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":33,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":1,""time_since_last_login_hours"":5,""is_threat"":0}"
ALERT001352,2026-01-23T16:39:26.359Z,USR0561,EVT001352,AUTH-002,12,suppress,"Risk score 12/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":38,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":1,""time_since_last_login_hours"":18,""is_threat"":0}"
ALERT001353,2026-02-08T16:39:26.359Z,USR0347,EVT001353,AUTH-002,10,suppress,"Risk score 10/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":38,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":5,""time_since_last_login_hours"":17,""is_threat"":0}"
ALERT001354,2026-01-16T16:39:26.359Z,USR0414,EVT001354,AUTH-002,87,escalate,"Risk score 87/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":35,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":0,""time_since_last_login_hours"":58,""is_threat"":1}"
ALERT001355,2026-02-08T16:39:26.359Z,USR0953,EVT001355,AUTH-001,88,escalate,"Risk score 88/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":13,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":2,""time_since_last_login_hours"":11,""is_threat"":1}"
ALERT001356,2026-01-22T16:39:26.359Z,USR0873,EVT001356,AUTH-003,22,suppress,"Risk score 22/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":7,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":0,""time_since_last_login_hours"":66,""is_threat"":0}"
ALERT001357,2026-01-31T16:39:26.359Z,USR0345,EVT001357,AUTH-003,94,escalate,"Risk score 94/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":30,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":1,""time_since_last_login_hours"":66,""is_threat"":1}"
ALERT001358,2026-01-30T16:39:26.359Z,USR0787,EVT001358,AUTH-003,35,suppress,"Risk score 35/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":32,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":2,""time_since_last_login_hours"":16,""is_threat"":0}"
ALERT001359,2026-01-16T16:39:26.359Z,USR0958,EVT001359,AUTH-003,68,review,"Risk score 68/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":32,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":5,""time_since_last_login_hours"":12,""is_threat"":0}"
ALERT001360,2026-01-26T16:39:26.359Z,USR0522,EVT001360,AUTH-003,67,review,"Risk score 67/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":19,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":2,""time_since_last_login_hours"":5,""is_threat"":0}"
ALERT001361,2026-02-11T16:39:26.359Z,USR0086,EVT001361,AUTH-002,77,escalate,"Risk score 77/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":5,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":3,""time_since_last_login_hours"":48,""is_threat"":0}"
ALERT001362,2026-02-11T16:39:26.359Z,USR0175,EVT001362,AUTH-002,38,suppress,"Risk score 38/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":12,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":3,""time_since_last_login_hours"":52,""is_threat"":0}"
ALERT001363,2026-02-01T16:39:26.359Z,USR0985,EVT001363,AUTH-002,76,escalate,"Risk score 76/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":16,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":2,""time_since_last_login_hours"":19,""is_threat"":0}"
ALERT001364,2026-01-24T16:39:26.359Z,USR0048,EVT001364,AUTH-003,79,escalate,"Risk score 79/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":39,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":1,""time_since_last_login_hours"":52,""is_threat"":0}"
ALERT001365,2026-02-06T16:39:26.359Z,USR0820,EVT001365,AUTH-003,8,suppress,"Risk score 8/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":20,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":4,""time_since_last_login_hours"":29,""is_threat"":0}"
ALERT001366,2026-01-17T16:39:26.359Z,USR0134,EVT001366,AUTH-003,37,suppress,"Risk score 37/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":16,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":2,""time_since_last_login_hours"":7,""is_threat"":0}"
ALERT001367,2026-01-28T16:39:26.359Z,USR0595,EVT001367,AUTH-003,17,suppress,"Risk score 17/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":9,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":5,""time_since_last_login_hours"":47,""is_threat"":0}"
ALERT001368,2026-01-16T16:39:26.359Z,USR0842,EVT001368,AUTH-002,66,review,"Risk score 66/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":30,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":2,""time_since_last_login_hours"":22,""is_threat"":0}"
ALERT001369,2026-01-16T16:39:26.359Z,USR0111,EVT001369,AUTH-002,8,suppress,"Risk score 8/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":28,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":1,""time_since_last_login_hours"":10,""is_threat"":0}"
ALERT001370,2026-02-13T16:39:26.359Z,USR0220,EVT001370,AUTH-001,25,suppress,"Risk score 25/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":36,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":5,""time_since_last_login_hours"":1,""is_threat"":0}"
ALERT001371,2026-01-16T16:39:26.359Z,USR0966,EVT001371,AUTH-002,71,review,"Risk score 71/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":17,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":0,""time_since_last_login_hours"":35,""is_threat"":0}"
ALERT001372,2026-02-09T16:39:26.359Z,USR0814,EVT001372,AUTH-002,36,suppress,"Risk score 36/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":30,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":4,""time_since_last_login_hours"":23,""is_threat"":0}"
ALERT001373,2026-02-01T16:39:26.359Z,USR0818,EVT001373,AUTH-002,30,suppress,"Risk score 30/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":39,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":3,""time_since_last_login_hours"":35,""is_threat"":0}"
ALERT001374,2026-02-08T16:39:26.359Z,USR0765,EVT001374,AUTH-001,58,review,"Risk score 58/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":12,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":4,""time_since_last_login_hours"":46,""is_threat"":0}"
ALERT001375,2026-01-17T16:39:26.359Z,USR0198,EVT001375,AUTH-002,30,suppress,"Risk score 30/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":17,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":2,""time_since_last_login_hours"":69,""is_threat"":0}"
ALERT001376,2026-01-31T16:39:26.359Z,USR0263,EVT001376,AUTH-002,19,suppress,"Risk score 19/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":15,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":2,""time_since_last_login_hours"":63,""is_threat"":0}"
ALERT001377,2026-02-03T16:39:26.359Z,USR0489,EVT001377,AUTH-002,85,escalate,"Risk score 85/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":5,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":1,""time_since_last_login_hours"":71,""is_threat"":0}"
ALERT001378,2026-02-04T16:39:26.359Z,USR0050,EVT001378,AUTH-002,87,escalate,"Risk score 87/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":30,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":1,""time_since_last_login_hours"":37,""is_threat"":1}"
ALERT001379,2026-01-31T16:39:26.359Z,USR0428,EVT001379,AUTH-001,45,review,"Risk score 45/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":28,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":3,""time_since_last_login_hours"":63,""is_threat"":0}"
ALERT001380,2026-02-06T16:39:26.359Z,USR0065,EVT001380,AUTH-002,26,suppress,"Risk score 26/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":12,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":0,""time_since_last_login_hours"":63,""is_threat"":0}"
ALERT001381,2026-02-08T16:39:26.359Z,USR0061,EVT001381,AUTH-003,79,escalate,"Risk score 79/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":9,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":0,""time_since_last_login_hours"":17,""is_threat"":0}"
ALERT001382,2026-02-13T16:39:26.359Z,USR0855,EVT001382,AUTH-001,44,review,"Risk score 44/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":14,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":5,""time_since_last_login_hours"":26,""is_threat"":0}"
ALERT001383,2026-02-13T16:39:26.359Z,USR0405,EVT001383,AUTH-003,27,suppress,"Risk score 27/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":37,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":2,""time_since_last_login_hours"":43,""is_threat"":0}"
ALERT001384,2026-01-22T16:39:26.359Z,USR0631,EVT001384,AUTH-001,0,suppress,"Risk score 0/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":31,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":5,""time_since_last_login_hours"":24,""is_threat"":0}"
ALERT001385,2026-02-10T16:39:26.359Z,USR0359,EVT001385,AUTH-002,15,suppress,"Risk score 15/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":18,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":3,""time_since_last_login_hours"":46,""is_threat"":0}"
ALERT001386,2026-01-30T16:39:26.359Z,USR0910,EVT001386,AUTH-003,9,suppress,"Risk score 9/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":26,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":4,""time_since_last_login_hours"":11,""is_threat"":0}"
ALERT001387,2026-02-12T16:39:26.359Z,USR0218,EVT001387,AUTH-001,85,escalate,"Risk score 85/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":29,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":3,""time_since_last_login_hours"":60,""is_threat"":0}"
ALERT001388,2026-02-12T16:39:26.359Z,USR0580,EVT001388,AUTH-001,39,suppress,"Risk score 39/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":12,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":4,""time_since_last_login_hours"":12,""is_threat"":0}"
ALERT001389,2026-01-22T16:39:26.359Z,USR0921,EVT001389,AUTH-003,83,escalate,"Risk score 83/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":13,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":1,""time_since_last_login_hours"":22,""is_threat"":0}"
ALERT001390,2026-01-17T16:39:26.359Z,USR0518,EVT001390,AUTH-002,59,review,"Risk score 59/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":12,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":5,""time_since_last_login_hours"":54,""is_threat"":0}"
ALERT001391,2026-01-17T16:39:26.359Z,USR0180,EVT001391,AUTH-002,88,escalate,"Risk score 88/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":32,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":5,""time_since_last_login_hours"":30,""is_threat"":1}"
ALERT001392,2026-01-23T16:39:26.359Z,USR0708,EVT001392,AUTH-001,43,review,"Risk score 43/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":4,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":1,""time_since_last_login_hours"":12,""is_threat"":0}"
ALERT001393,2026-02-13T16:39:26.359Z,USR0916,EVT001393,AUTH-003,20,suppress,"Risk score 20/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":3,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":1,""time_since_last_login_hours"":7,""is_threat"":0}"
ALERT001394,2026-02-08T16:39:26.359Z,USR0406,EVT001394,AUTH-001,16,suppress,"Risk score 16/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":24,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":2,""time_since_last_login_hours"":51,""is_threat"":0}"
ALERT001395,2026-01-20T16:39:26.359Z,USR0126,EVT001395,AUTH-002,56,review,"Risk score 56/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":37,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":2,""time_since_last_login_hours"":34,""is_threat"":0}"
ALERT001396,2026-01-20T16:39:26.359Z,USR0890,EVT001396,AUTH-003,11,suppress,"Risk score 11/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":33,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":0,""time_since_last_login_hours"":54,""is_threat"":0}"
ALERT001397,2026-01-21T16:39:26.360Z,USR0150,EVT001397,AUTH-002,80,escalate,"Risk score 80/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":17,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":5,""time_since_last_login_hours"":53,""is_threat"":0}"
ALERT001398,2026-01-29T16:39:26.360Z,USR0883,EVT001398,AUTH-002,64,review,"Risk score 64/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":24,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":1,""time_since_last_login_hours"":3,""is_threat"":0}"
ALERT001399,2026-01-22T16:39:26.360Z,USR0799,EVT001399,AUTH-002,65,review,"Risk score 65/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":8,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":1,""time_since_last_login_hours"":43,""is_threat"":0}"
ALERT001400,2026-01-28T16:39:26.360Z,USR0369,EVT001400,AUTH-002,62,review,"Risk score 62/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":38,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":3,""time_since_last_login_hours"":61,""is_threat"":0}"
ALERT001401,2026-02-10T16:39:26.360Z,USR0422,EVT001401,AUTH-002,26,suppress,"Risk score 26/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":36,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":0,""time_since_last_login_hours"":38,""is_threat"":0}"
ALERT001402,2026-02-13T16:39:26.360Z,USR0769,EVT001402,AUTH-001,81,escalate,"Risk score 81/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":9,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":4,""time_since_last_login_hours"":20,""is_threat"":0}"
ALERT001403,2026-01-22T16:39:26.360Z,USR0305,EVT001403,AUTH-001,56,review,"Risk score 56/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":33,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":5,""time_since_last_login_hours"":27,""is_threat"":0}"
ALERT001404,2026-01-27T16:39:26.360Z,USR0996,EVT001404,AUTH-001,48,review,"Risk score 48/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":35,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":1,""time_since_last_login_hours"":6,""is_threat"":0}"
ALERT001405,2026-02-07T16:39:26.360Z,USR0241,EVT001405,AUTH-001,66,review,"Risk score 66/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":2,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":0,""time_since_last_login_hours"":56,""is_threat"":0}"
ALERT001406,2026-01-19T16:39:26.360Z,USR0529,EVT001406,AUTH-002,36,suppress,"Risk score 36/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":28,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":4,""time_since_last_login_hours"":20,""is_threat"":0}"
ALERT001407,2026-01-17T16:39:26.360Z,USR0825,EVT001407,AUTH-003,70,review,"Risk score 70/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":12,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":5,""time_since_last_login_hours"":1,""is_threat"":0}"
ALERT001408,2026-01-25T16:39:26.360Z,USR0272,EVT001408,AUTH-001,50,review,"Risk score 50/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":4,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":3,""time_since_last_login_hours"":23,""is_threat"":0}"
ALERT001409,2026-02-08T16:39:26.360Z,USR0998,EVT001409,AUTH-003,57,review,"Risk score 57/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":10,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":4,""time_since_last_login_hours"":69,""is_threat"":0}"
ALERT001410,2026-02-11T16:39:26.360Z,USR0016,EVT001410,AUTH-003,36,suppress,"Risk score 36/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":31,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":4,""time_since_last_login_hours"":43,""is_threat"":0}"
ALERT001411,2026-02-01T16:39:26.360Z,USR0629,EVT001411,AUTH-002,51,review,"Risk score 51/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":8,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":4,""time_since_last_login_hours"":41,""is_threat"":0}"
ALERT001412,2026-02-07T16:39:26.360Z,USR0076,EVT001412,AUTH-003,13,suppress,"Risk score 13/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":5,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":5,""time_since_last_login_hours"":66,""is_threat"":0}"
ALERT001413,2026-01-30T16:39:26.360Z,USR0953,EVT001413,AUTH-001,41,review,"Risk score 41/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":1,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":3,""time_since_last_login_hours"":49,""is_threat"":0}"
ALERT001414,2026-01-29T16:39:26.360Z,USR0963,EVT001414,AUTH-002,3,suppress,"Risk score 3/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":31,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":4,""time_since_last_login_hours"":42,""is_threat"":0}"
ALERT001415,2026-01-22T16:39:26.360Z,USR0872,EVT001415,AUTH-002,22,suppress,"Risk score 22/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":3,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":2,""time_since_last_login_hours"":11,""is_threat"":0}"
ALERT001416,2026-01-15T16:39:26.360Z,USR0282,EVT001416,AUTH-001,27,suppress,"Risk score 27/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":17,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":4,""time_since_last_login_hours"":30,""is_threat"":0}"
ALERT001417,2026-01-25T16:39:26.360Z,USR0242,EVT001417,AUTH-003,30,suppress,"Risk score 30/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":30,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":0,""time_since_last_login_hours"":10,""is_threat"":0}"
ALERT001418,2026-01-22T16:39:26.360Z,USR0097,EVT001418,AUTH-003,31,suppress,"Risk score 31/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":19,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":3,""time_since_last_login_hours"":53,""is_threat"":0}"
ALERT001419,2026-01-24T16:39:26.360Z,USR0506,EVT001419,AUTH-001,2,suppress,"Risk score 2/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":0,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":4,""time_since_last_login_hours"":39,""is_threat"":0}"
ALERT001420,2026-02-01T16:39:26.360Z,USR0119,EVT001420,AUTH-001,64,review,"Risk score 64/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":27,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":4,""time_since_last_login_hours"":36,""is_threat"":0}"
ALERT001421,2026-02-03T16:39:26.360Z,USR0018,EVT001421,AUTH-001,83,escalate,"Risk score 83/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":23,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":3,""time_since_last_login_hours"":25,""is_threat"":0}"
ALERT001422,2026-01-31T16:39:26.360Z,USR0209,EVT001422,AUTH-001,24,suppress,"Risk score 24/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":33,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":4,""time_since_last_login_hours"":50,""is_threat"":0}"
ALERT001423,2026-02-10T16:39:26.360Z,USR0991,EVT001423,AUTH-001,88,escalate,"Risk score 88/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":30,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":1,""time_since_last_login_hours"":17,""is_threat"":1}"
ALERT001424,2026-01-23T16:39:26.360Z,USR0820,EVT001424,AUTH-001,79,escalate,"Risk score 79/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":37,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":3,""time_since_last_login_hours"":9,""is_threat"":0}"
ALERT001425,2026-01-29T16:39:26.360Z,USR0660,EVT001425,AUTH-002,52,review,"Risk score 52/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":23,""description"":""Device anomaly""}]","{""is_new_device"":true,""failed_login_attempts_24h"":3,""time_since_last_login_hours"":43,""is_threat"":0}"
ALERT001426,2026-01-31T16:39:26.360Z,USR0929,EVT001426,AUTH-001,37,suppress,"Risk score 37/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":12,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":0,""time_since_last_login_hours"":17,""is_threat"":0}"
ALERT001427,2026-02-07T16:39:26.360Z,USR0451,EVT001427,AUTH-002,49,review,"Risk score 49/100. Auto generated dataset.",pending,"[{""factor"":""new_device"",""points"":17,""description"":""Device anomaly""}]","{""is_new_device"":false,""failed_login_attempts_24h"":5,""time_since_last_login_hours"":33,""is_threat"":0}"
